"","date.x","City","issues","actors","claims","valence","size_low","size_high","size_mean","fips_code","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","name","age","gender","race","date.y","cause_of_death","wapo_armed","wapo_threat_level","officer_known_past_shootings","year","mappingPreGF","mappingPostGF","mappingBlackOnlyPreGF","mappingBlackOnlyPostGF"
"290093",2020-08-06,"swampscott, massachusetts","policing; presidency; racism","general protesters","for President Trump, against Black Lives Matter",2,NA,NA,NA,25009,"2568680",15002,226,226,3165,10709,1978,581,412,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290094",2020-08-06,"swampscott, massachusetts","policing; racism","general protesters","for Black Lives Matter",1,NA,NA,NA,25009,"2568680",15002,226,226,3165,10709,1978,581,412,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290325",2020-08-06,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,15,20,18,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290455",2020-08-07,"imperial beach, california","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,6073,"0636294",27315,1429,1394,2535,17717,839,213,295,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290799",2020-08-07,"longmeadow, massachusetts","racism","Longmeadow Anti-Racist Coalition","against systemic racism",1,NA,NA,NA,25013,"2536335",15791,150,93,3588,10953,2184,920,443,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291014",2020-08-07,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291195",2020-08-07,"southlake, texas","education; racism","students","against school board's decision not to approve a racial diversity plan",1,NA,NA,NA,48439,"4869032",31292,539,539,7891,19861,3875,1595,485,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291864",2020-08-08,"moline, illinois","policing; racism","Progressive Action for the Common Good","for racial justice and equality, Black Lives Matter",1,NA,NA,NA,17161,"1749867",41920,2450,2424,5260,29181,2281,407,272,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291997",2020-08-08,"framingham, massachusetts","education; policing; racism","Black Student Union","Black Lives Matter; defund school resource officers",0,100,100,100,25017,"2524960",72308,5288,4997,13916,51702,7422,1612,1638,4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292024",2020-08-08,"minden, nevada","policing; racism","Black Lives Matter","against Sherrif Dan Coverly, Black Lives Matter",1,20,36,28,32005,"3247000",3151,5,5,490,2506,247,94,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292025",2020-08-08,"minden, nevada","patriotism; policing; racism","general protesters","in support of Sheriff Dan Coverley, against Black Lives Matter protesters, Thin Blue Line, for patriotism",2,200,400,300,32005,"3247000",3151,5,5,490,2506,247,94,7,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292026",2020-08-08,"greenwich, new york","policing; racism","general protesters","in remembrance of George Floyd, against police brutality, for racial justice, Black Lives Matter",1,NA,NA,NA,36115,"3630675",2149,16,16,256,1346,130,33,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292162",2020-08-08,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292249",2020-08-08,"yachats, oregon","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,41041,"4184200",553,0,0,91,494,73,19,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292250",2020-08-08,"tunkhannock, pennsylvania","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,42131,"4277784",1763,30,14,207,1303,98,11,5,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292329",2020-08-08,"warrenton, virginia","policing; racism","Fauquier NAACP; League of Women Voters of the Fauquier and Prince William Area; Virginia Interfaith Center for Public Policy, Northern Piedmont chapter; Afro-American Historical Association of Fauquier County; Piedmont Race Amity Project","Black Lives Matter",1,NA,NA,NA,51061,"5183136",9913,817,744,1665,6544,831,152,50,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292544",2020-08-09,"imperial beach, california","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,6073,"0636294",27315,1429,1394,2535,17717,839,213,295,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292758",2020-08-09,"nevada, california","policing; racism","general protesters","Black Lives Matter",1,60,100,80,6057,"0650874",3144,48,2,411,2447,289,96,68,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292759",2020-08-09,"nevada, california","policing; presidency; racism","Nevada County Patriots","against Black Lives Matter, for President Trump",2,20,20,20,6057,"0650874",3144,48,2,411,2447,289,96,68,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292765",2020-08-09,"portola valley, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6081,"0658380",4592,17,17,854,3311,956,457,285,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293338",2020-08-09,"severna park, maryland","policing; racism","general protesters","Black Lives Matter, against police brutality",1,100,100,100,24003,"2471200",38188,1134,1110,8482,25455,5597,1152,505,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293514",2020-08-09,"cambridge, new york","policing; racism","area residents","Black Lives Matter; honoring and remembering Black lives lost",1,60,60,60,36115,"3611825",1976,0,0,279,1403,183,14,33,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293626",2020-08-09,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293811",2020-08-09,"exeter, pennsylvania","lgbtqia; policing; racism","general protesters","in support of marginalized groups, Black Lives Matter, for LGBTQ+ rights",1,150,150,150,42079,"4224392",5549,26,26,502,4085,242,63,23,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293812",2020-08-09,"exeter, pennsylvania","policing; racism","general protesters","against Black Lives Matter, in support of police, for conservative values, no new world order",2,20,20,20,42079,"4224392",5549,26,26,502,4085,242,63,23,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294019",2020-08-09,"waupaca, wisconsin","policing; racism","general protesters","against racism, against police violence",1,NA,NA,NA,55135,"5584375",5952,54,0,601,4314,225,67,15,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294020",2020-08-09,"waupaca, wisconsin","policing; racism","general protesters","against Black Lives Matter protest, no need for BLM here",2,NA,NA,NA,55135,"5584375",5952,54,0,601,4314,225,67,15,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294267",2020-08-10,"martinsville, indiana","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,18109,"1847448",11635,240,169,507,7762,231,10,19,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294268",2020-08-10,"martinsville, indiana","patriotism; policing; presidency; racism","Three Percenters","against Black Lives Matter protesters, for President Trump, for patriotism",2,NA,NA,NA,18109,"1847448",11635,240,169,507,7762,231,10,19,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294271",2020-08-10,"chapel hill, north carolina","education; racism","Union Soldier Campaign","for changing University of North Carolina's Tar Heel nickname, against racism",0,NA,NA,NA,37135,"3711800",60998,6640,5463,9032,31419,7482,3221,4434,17419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294389",2020-08-10,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294531",2020-08-11,"el cerrito, california","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,6013,"0621810",5630,31,31,676,3771,254,17,25,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294532",2020-08-11,"el cerrito, california","policing; racism","general protesters","Black Lives Matter",1,NA,NA,NA,6013,"0621796",25398,1260,1247,6166,19476,3844,1049,1354,1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294833",2020-08-11,"easton, maryland","racism","general protesters","against county council decision to leave Talbot Boys Confederate monument on lawn of Talbot County Courthouse, against racism",1,NA,NA,NA,24041,"2424475",16591,1959,1825,2380,11662,1188,341,365,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295154",2020-08-11,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295783",2020-08-12,"warsaw, indiana","racism","general protesters","against racial inequity, in commemoration of MLK’s I Have a Dream speech",1,NA,NA,NA,18085,"1880306",15458,357,331,1979,9655,853,94,94,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295838",2020-08-12,"kingston, new york","policing; racism","Citizens Action","antiracism; against police brutality",1,NA,NA,NA,36111,"3639727",23070,3605,3521,2276,16035,1479,249,297,872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295951",2020-08-12,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296716",2020-08-13,"swampscott, massachusetts","policing; presidency; racism","general protesters","for President Trump, against Black Lives Matter",2,NA,NA,NA,25009,"2568680",15002,226,226,3165,10709,1978,581,412,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296717",2020-08-13,"swampscott, massachusetts","policing; presidency; racism","general protesters","against President Trump, Black Lives Matter",1,NA,NA,NA,25009,"2568680",15002,226,226,3165,10709,1978,581,412,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297035",2020-08-13,"tonawanda, new york","policing; racism","Western New York Youth Council","Black Lives Matter, for racial justice",1,80,80,80,36029,"3674166",14830,76,55,1708,11262,749,32,56,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297036",2020-08-13,"tonawanda, new york","policing; racism","Western New York Youth Council","Black Lives Matter, for racial justice",1,80,80,80,36029,"3674183",57027,2915,2872,9329,42263,5287,786,316,2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297037",2020-08-13,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297102",2020-08-14,"east palo alto, california","immigration; policing; racism","Tha Hood Squad","abolish ICE; for justice for Breonna Taylor; against police terror; against racism",1,NA,NA,NA,6081,"0620956",29593,3447,3439,2187,18066,996,254,285,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297484",2020-08-14,"urbana, illinois","criminal justice; education; healthcare; housing; immigration; policing; racism","Champaign County Antiracist Coalition","against racism, for defunding police, community control over reviewing complaints, affordable housing for all people, no jail expansion, no police in schools, childcare and healthcare for all, ending ICE raids, and bias training for city officials",1,NA,NA,NA,17019,"1777005",42718,7011,6131,5430,21443,4618,721,2128,11690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297530",2020-08-14,"longmeadow, massachusetts","racism","Longmeadow Anti-Racist Coalition","against systemic racism",1,NA,NA,NA,25013,"2536335",15791,150,93,3588,10953,2184,920,443,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297531",2020-08-14,"shady side, maryland","policing; racism","general protesters","Black Lives Matter",1,24,24,24,24003,"2471450",5423,407,407,873,3797,262,111,38,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297771",2020-08-14,"wooster, ohio","policing; racism","general protesters","against racism, against police violence",1,15,20,18,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297906",2020-08-15,"beverly hills, california","policing; presidency; racism","Black Lives Matter activists","against President Trump, Black Lives Matter",1,20,20,20,6037,"0606308",34186,665,665,8674,25207,3372,2963,911,1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298774",2020-08-15,"moline, illinois","policing; racism","Progressive Action for the Common Good","for racial justice and equality, Black Lives Matter",1,NA,NA,NA,17161,"1749867",41920,2450,2424,5260,29181,2281,407,272,1510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298865",2020-08-15,"framingham, massachusetts","criminal justice; housing; policing; racism","general protesters","against racism, against police brutality, for justice for Eurie Stamps, for criminal justice reform, for housing reform",1,24,24,24,25017,"2524960",72308,5288,4997,13916,51702,7422,1612,1638,4363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299021",2020-08-15,"seaside heights, new jersey","racism","general protesters","against racism",1,NA,NA,NA,34029,"3466450",2892,131,131,318,1845,34,7,29,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299022",2020-08-15,"bainbridge, new york","policing; racism","general protesters","Black Lives Matter",1,100,100,100,36017,"3604033",1340,5,4,175,854,102,17,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299023",2020-08-15,"bainbridge, new york","patriotism; policing; presidency; racism","Boogaloo Bois","against Black Lives Matter, for President Trump, for patriotism, Confederate flag, All Lives Matter",2,36,36,36,36017,"3604033",1340,5,4,175,854,102,17,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299024",2020-08-15,"colonie, new york","racism","Party for Socialism and Liberation","against MAGA cake, against white supremacy, stop the war on Black America",1,30,40,35,36001,"3617332",7737,317,317,1099,5876,730,109,47,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299025",2020-08-15,"greenwich, new york","policing; racism","general protesters","in remembrance of George Floyd, against police brutality, for racial justice, Black Lives Matter",1,NA,NA,NA,36115,"3630675",2149,16,16,256,1346,130,33,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299138",2020-08-15,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299262",2020-08-15,"yachats, oregon","lgbtqia; policing; racism","general protesters","Black Lives Matter, Black Trans Lives Matter",1,41,41,41,41041,"4184200",553,0,0,91,494,73,19,19,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299293",2020-08-15,"pulaski, tennessee","policing; racism","general protesters","for racial equality, against police brutality",1,200,200,200,47055,"4761040",7643,1646,1511,460,5053,241,44,31,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299353",2020-08-15,"salem, virginia","policing; presidency; racism","Virginians for Trump","against defunding police, against Black Lives Matter, for President Trump, for Republican candidates for state office, against Governor Northam, against tyranny",2,80,80,80,51775,"5170000",25317,1706,1402,2961,17108,1472,175,167,2737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299354",2020-08-15,"salem, virginia","democracy; policing; racism","Progressive Anti-Racist Action","Black Lives Matter, for democracy",1,6,6,6,51775,"5170000",25317,1706,1402,2961,17108,1472,175,167,2737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299355",2020-08-15,"warrenton, virginia","policing; racism","Fauquier NAACP; League of Women Voters of the Fauquier and Prince William Area; Virginia Interfaith Center for Public Policy, Northern Piedmont chapter; Afro-American Historical Association of Fauquier County; Piedmont Race Amity Project","Black Lives Matter",1,NA,NA,NA,51061,"5183136",9913,817,744,1665,6544,831,152,50,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299573",2020-08-16,"portola valley, california","policing; racism","general protesters","antiracism; against police brutality",1,NA,NA,NA,6081,"0658380",4592,17,17,854,3311,956,457,285,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299809",2020-08-16,"henryville, indiana","racism","general protesters","against white supremacy, against Nazis",1,50,50,50,18019,"1833142",1878,0,0,92,1275,87,0,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299927",2020-08-16,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300386",2020-08-17,"glens falls, new york","policing; racism","general protesters","for defunding Glens Falls Police Department, against racism",1,10,20,15,36113,"3629333",14340,251,243,1647,10264,1073,210,63,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300500",2020-08-17,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301282",2020-08-18,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302037",2020-08-19,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302599",2020-08-20,"swampscott, massachusetts","policing; presidency; racism","general protesters","for President Trump, against Black Lives Matter",2,NA,NA,NA,25009,"2568680",15002,226,226,3165,10709,1978,581,412,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302600",2020-08-20,"swampscott, massachusetts","policing; racism","general protesters","for Black Lives Matter",1,NA,NA,NA,25009,"2568680",15002,226,226,3165,10709,1978,581,412,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302985",2020-08-20,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303489",2020-08-21,"iowa, iowa","policing; racism","Iowa Freedom Riders civil rights group","against racism, against police violence, in support of anti-racism protesters injured in van attack",1,100,200,150,19103,"1938595",74950,6203,5887,11120,39626,6628,2498,3175,20646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303578",2020-08-21,"longmeadow, massachusetts","racism","Longmeadow Anti-Racist Coalition","against systemic racism",1,NA,NA,NA,25013,"2536335",15791,150,93,3588,10953,2184,920,443,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303844",2020-08-21,"wooster, ohio","policing; racism","general protesters","against racism, against police brutality",1,NA,NA,NA,39169,"3986548",26673,918,761,2642,17237,1650,248,442,3277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303929",2020-08-22,"beverly hills, california","civil rights; presidency; racism","Proud Boys; Three Percenters; Patriot Movement","for President Trump, for freedom, for white supremacy, Democrats sell children",2,200,200,200,6037,"0606308",34186,665,665,8674,25207,3372,2963,911,1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
